ModuloParteAnotacao,PosiçãoInicial,Tamanho,Codigo,Numero,Descricao,Tipo,Categoria
,,,,,"Em uma semana normal, nas suas atividades domésticas, em quantos dias o(a) Sr(a) faz faxina pesada ou realiza atividades que requerem esforço físico intenso? (não considerar atividade doméstica remunerada)",9 ,Ignorado
,,,,,"Em uma semana normal, nas suas atividades domésticas, em quantos dias o(a) Sr(a) faz faxina pesada ou realiza atividades que requerem esforço físico intenso? (não considerar atividade doméstica remunerada)",,Não aplicável
,701.0,2.0,P04405,P44c,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso? (não considerar atividade doméstica remunerada) Horas",0 a 24,Horas
,,,,,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso? (não considerar atividade doméstica remunerada) Horas",99,Ignorado
,,,,,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso? (não considerar atividade doméstica remunerada) Horas",,Não aplicável
,703.0,2.0,P04406,P44c,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso?",0 a 59,Minutos
,,,,,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso?",99,Ignorado
,,,,,"Quanto tempo gasta, por dia, realizando essas atividades domésticas pesadas ou que requerem esforço físico intenso?",,Não aplicável
,705.0,1.0,P04501,P45a,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",1,Menos de uma hora
,,,,,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",2,De uma hora a menos de duas horas
,,,,,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",3,De duas horas a menos de três horas
,,,,,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",4,De três horas a menos de seis horas
,,,,,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",5,Seis horas ou mais
,,,,,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",6,Não assiste televisão
,,,,,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",9 ,Ignorado
,,,,,"Em média, quantas horas por dia o(a) Sr(a) costuma ficar assistindo televisão?",,Não aplicável
,706.0,1.0,P04502,P45b,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",1,Menos de uma hora
,,,,,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",2,De uma hora a menos de duas horas
,,,,,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",3,De duas horas a menos de três horas
,,,,,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",4,De três horas a menos de seis horas
,,,,,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",5,Seis horas ou mais
,,,,,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",6,"Não costuma usar computador, tablet ou celular no tempo livre"
,,,,,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",9 ,Ignorado
,,,,,"Em um dia, quantas horas do seu tempo livre (excluindo o trabalho), o(a) Sr(a) costuma usar computador, tablet ou celular para lazer, tais como: utilizar redes sociais, para ver notícias, vídeos, jogar etc?",,Não aplicável
,707.0,1.0,P046,P46,"Perto do seu domicílio, existe algum lugar público (praça, parque, rua fechada, praia) para fazer caminhada, realizar exercício ou praticar esporte?",1,Sim
,,,,,"Perto do seu domicílio, existe algum lugar público (praça, parque, rua fechada, praia) para fazer caminhada, realizar exercício ou praticar esporte?",2,Não
,,,,,"Perto do seu domicílio, existe algum lugar público (praça, parque, rua fechada, praia) para fazer caminhada, realizar exercício ou praticar esporte?",9 ,Ignorado
,,,,,"Perto do seu domicílio, existe algum lugar público (praça, parque, rua fechada, praia) para fazer caminhada, realizar exercício ou praticar esporte?",,Não aplicável
,708.0,1.0,P04701,P47a,O(A) Sr(a) conhece algum programa público de estímulo à prática de atividade física no seu município?,1,Sim
,,,,,O(A) Sr(a) conhece algum programa público de estímulo à prática de atividade física no seu município?,2,Não
,,,,,O(A) Sr(a) conhece algum programa público de estímulo à prática de atividade física no seu município?,9 ,Ignorado
,,,,,O(A) Sr(a) conhece algum programa público de estímulo à prática de atividade física no seu município?,,Não aplicável
,709.0,1.0,P04801,P48a,O(A) Sr(a) participa desse programa público de estímulo à prática de atividade física no seu município?,1,Sim
,,,,,O(A) Sr(a) participa desse programa público de estímulo à prática de atividade física no seu município?,2,Não
,,,,,O(A) Sr(a) participa desse programa público de estímulo à prática de atividade física no seu município?,9 ,Ignorado
,,,,,O(A) Sr(a) participa desse programa público de estímulo à prática de atividade física no seu município?,,Não aplicável
,710.0,1.0,P04902,P49a,Qual o principal motivo de não participar?,1,Não é perto do meu domicílio
,,,,,Qual o principal motivo de não participar?,2,O horário de funcionamento do programa é incompatível com minhas atividades de trabalho ou domésticas
,,,,,Qual o principal motivo de não participar?,3,Não tem interesse nas atividades oferecidas
,,,,,Qual o principal motivo de não participar?,4,O espaço não é seguro/iluminado
,,,,,Qual o principal motivo de não participar?,5,Problemas de saúde ou incapacidade física
,,,,,Qual o principal motivo de não participar?,6,Outro 
,,,,,Qual o principal motivo de não participar?,9 ,Ignorado
,,,,,Qual o principal motivo de não participar?,,Não aplicável
,711.0,1.0,P050,P50,"Atualmente, o(a) Sr(a) fuma algum produto do tabaco?",1,"Sim, diariamente"
,,,,,"Atualmente, o(a) Sr(a) fuma algum produto do tabaco?",2,"Sim, menos que diariamente"
,,,,,"Atualmente, o(a) Sr(a) fuma algum produto do tabaco?",3,Não fumo atualmente
,,,,,"Atualmente, o(a) Sr(a) fuma algum produto do tabaco?",9 ,Ignorado
,,,,,"Atualmente, o(a) Sr(a) fuma algum produto do tabaco?",,Não aplicável
,712.0,1.0,P051,P51,"E no passado, o(a) Sr(a) fumou algum produto do tabaco diariamente?",1,Sim
,,,,,"E no passado, o(a) Sr(a) fumou algum produto do tabaco diariamente?",2,Não
,,,,,"E no passado, o(a) Sr(a) fumou algum produto do tabaco diariamente?",9 ,Ignorado
,,,,,"E no passado, o(a) Sr(a) fumou algum produto do tabaco diariamente?",,Não aplicável
,713.0,1.0,P052,P52,"E no passado, o(a) Sr(a) fumou algum produto do tabaco?",1,"Sim, diariamente          "
,,,,,"E no passado, o(a) Sr(a) fumou algum produto do tabaco?",2,"Sim, menos que diariamente           "
,,,,,"E no passado, o(a) Sr(a) fumou algum produto do tabaco?",3,"Não, nunca fumei          "
,,,,,"E no passado, o(a) Sr(a) fumou algum produto do tabaco?",9 ,Ignorado
,,,,,"E no passado, o(a) Sr(a) fumou algum produto do tabaco?",,Não aplicável
,714.0,2.0,P053,P53,Que idade o(a) Sr(a) tinha quando começou a fumar produto de tabaco diariamente?,1 a 98,Anos
,,,,,Que idade o(a) Sr(a) tinha quando começou a fumar produto de tabaco diariamente?,99,Ignorado
,,,,,Que idade o(a) Sr(a) tinha quando começou a fumar produto de tabaco diariamente?,,Não aplicável
,716.0,1.0,P05401,P54,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",1,Um ou mais por dia
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",2,Um ou mais por semana  
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",3,Menos que uma vez por semana
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",4,Menos do que um por mês
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",5,Não fuma este produto 
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",9 ,Ignorado
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros industrializados",,Não aplicável
,717.0,2.0,P05402,P54a,Quantos por dia,1 a 98,Cigarros
,,,,,Quantos por dia,99,Ignorado
,,,,,Quantos por dia,,Não aplicável
,719.0,2.0,P05403,P54a,Quantos por semana,1 a 98,Cigarros
,,,,,Quantos por semana,99,Ignorado
,,,,,Quantos por semana,,Não aplicável
,721.0,1.0,P05404,P54b,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",1,Um ou mais por dia           
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",2,Um ou mais por semana   
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",3,Menos que uma vez por semana
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",4,Menos do que um por mês
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",5,Não fuma este produto
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",9 ,Ignorado
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de palha ou enrolados a mão?",,Não aplicável
,722.0,2.0,P05405,P54b,Quantos por dia,1 a 98,Cigarros
,,,,,Quantos por dia,99,Ignorado
,,,,,Quantos por dia,,Não aplicável
,724.0,2.0,P05406,P54b,Quantos por semana,1 a 98,Cigarros
,,,,,Quantos por semana,99,Ignorado
,,,,,Quantos por semana,,Não aplicável
,726.0,1.0,P05407,P54c,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",1,Um ou mais por dia            
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",2,Um ou mais por semana   
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",3,Menos que uma vez por semana
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",4,Menos do que um por mês
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",5,Não fuma este produto
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",9 ,Ignorado
,,,,,"Em média, quanto fuma por dia ou por semana Cigarros de cravo ou de Bali?",,Não aplicável
,727.0,2.0,P05408,P54c,Quantos por dia,1 a 98,Cigarros
,,,,,Quantos por dia,99,Ignorado
,,,,,Quantos por dia,,Não aplicável
,729.0,2.0,P05409,P54c,Quantos por semana,1 a 98,Cigarros
,,,,,Quantos por semana,99,Ignorado
,,,,,Quantos por semana,,Não aplicável
,731.0,1.0,P05410,P54d,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",1,Um ou mais por dia            
,,,,,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",2,Um ou mais por semana   
,,,,,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",3,Menos que uma vez por semana
,,,,,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",4,Menos do que um por mês
,,,,,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",5,Não fuma este produto
,,,,,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",9 ,Ignorado
,,,,,"Em média, quanto fuma por dia ou por semana Cachimbos (considere cachimbos cheios)?",,Não aplicável
,732.0,2.0,P05411,P54d,Quantos por dia,1 a 98,Cachimbos
,,,,,Quantos por dia,99,Ignorado
,,,,,Quantos por dia,,Não aplicável
,734.0,2.0,P05412,P54d,Quantos por semana,1 a 98,Cachimbos
,,,,,Quantos por semana,99,Ignorado
,,,,,Quantos por semana,,Não aplicável
,736.0,1.0,P05413,P54e,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",1,Um ou mais por dia           
,,,,,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",2,Um ou mais por semana   
,,,,,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",3,Menos que uma vez por semana
,,,,,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",4,Menos do que um por mês
,,,,,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",5,Não fuma este produto
,,,,,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",9 ,Ignorado
,,,,,"Em média, quanto fuma por dia ou por semana Charutos ou cigarrilhas?",,Não aplicável
,737.0,2.0,P05414,P54e,Quantos por dia,1 a 98,charutos ou cigarrilhas
,,,,,Quantos por dia,99,Ignorado
,,,,,Quantos por dia,,Não aplicável
,739.0,2.0,P05415,P54e,Quantos por semana,1 a 98,charutos ou cigarrilhas
,,,,,Quantos por semana,99,Ignorado
,,,,,Quantos por semana,,Não aplicável
,741.0,1.0,P05416,P54f,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",1,Um ou mais por dia           
,,,,,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",2,Um ou mais por semana   
,,,,,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",3,Menos que uma vez por semana
,,,,,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",4,Menos do que um por mês
,,,,,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",5,Não fuma este produto
,,,,,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",9 ,Ignorado
,,,,,"Em média, quanto fuma por dia ou por semana Narguilé (sessões)?",,Não aplicável
,742.0,2.0,P05417,P54f,Quantos por dia,1 a 98,sessões de narguile
,,,,,Quantos por dia,99,Ignorado
,,,,,Quantos por dia,,Não aplicável
,744.0,2.0,P05418,P54f,Quantos por semana,1 a 98,sessões de narguile
,,,,,Quantos por semana,99,Ignorado
,,,,,Quantos por semana,,Não aplicável
,746.0,1.0,P05419,P54g,"Em média, quanto fuma por dia ou por semana Outro",1,Um ou mais por dia           
,,,,,"Em média, quanto fuma por dia ou por semana Outro",2,Um ou mais por semana   
,,,,,"Em média, quanto fuma por dia ou por semana Outro",3,Menos que uma vez por semana
,,,,,"Em média, quanto fuma por dia ou por semana Outro",4,Menos do que um por mês
,,,,,"Em média, quanto fuma por dia ou por semana Outro",5,Não fuma este produto
,,,,,"Em média, quanto fuma por dia ou por semana Outro",9 ,Ignorado
,,,,,"Em média, quanto fuma por dia ou por semana Outro",,Não aplicável
,747.0,2.0,P05421,P54g,Quantos por dia,1 a 98,Outro produto
,,,,,Quantos por dia,99,Ignorado
,,,,,Quantos por dia,,Não aplicável
,749.0,2.0,P05422,P54g,Quantos por semana,1 a 98,Outro produto
,,,,,Quantos por semana,99,Ignorado
,,,,,Quantos por semana,,Não aplicável
,751.0,1.0,P055,P55,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,1,Até cinco minutos
,,,,,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,2,De seis a 30 minutos
,,,,,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,3,De 31 a 60 minutos
,,,,,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,4,Mais de 60 minutos
,,,,,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,9 ,Ignorado
,,,,,Quanto tempo depois de acordar o(a) Sr(a) normalmente fuma pela primeira vez?,,Não aplicável
,752.0,1.0,P056,P56,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade).",1,Cigarros
,,,,,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade).",2,Maços
,,,,,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade).",3,Pacotes
,,,,,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade).",4,Nunca comprei cigarros para uso próprio
,,,,,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade).",9 ,Ignorado
,,,,,"NA ÚLTIMA VEZ que o(a) Sr(a) comprou cigarros para uso próprio, quantos cigarros comprou? (Registre a quantidade e, quando necessário, registre os detalhes da unidade).",,Não aplicável
,753.0,2.0,P05601,P56,Quantidade de cigarros,1 a 98,Cigarros
,,,,,Quantidade de cigarros,99,Ignorado
,,,,,Quantidade de cigarros,,Não aplicável
,755.0,2.0,P05602,P56,Quantidade de maços,1 a 98,Maços
,,,,,Quantidade de maços,99,Ignorado
,,,,,Quantidade de maços,,Não aplicável
